segment_id,road_type,rainfall_mm,rainfall_prev_6h_mm,rainfall_rate_change_mm_per_h,slope_degrees,river_distance_km,historical_closure_count,active_weather_warning,disrupted
SEG_DIST_AR1,district,30.66,4.5,29.91,33.74,0.564,6,0,1
SEG_STATE_MN2,state,23.17,8.5,21.75,12.38,1.98,1,0,0
SEG_RURAL_TR1,rural,27.68,8.08,26.34,51.76,0.153,0,0,0
SEG_STATE_MN2,state,5.75,9.71,4.13,22.58,2.472,1,0,0
SEG_RURAL_TR1,rural,33.9,1.66,33.63,41.07,0.397,3,0,0
SEG_HWY_NH27,highway,10.67,13.0,8.51,11.11,4.797,3,0,0
SEG_STATE_AS1,state,15.5,27.16,10.97,28.53,1.329,3,1,1
SEG_DIST_AR1,district,42.72,3.25,42.17,28.89,0.711,3,0,0
SEG_HWY_NH37,highway,31.68,13.91,29.36,8.31,2.685,0,0,0
SEG_RURAL_NL1,rural,3.48,6.92,2.33,42.76,0.3,1,0,1
SEG_DIST_MZ1,district,9.28,3.47,8.71,28.94,0.682,1,0,0
SEG_RURAL_NL1,rural,74.14,38.65,67.69,36.59,0.176,3,1,1
SEG_DIST_MZ1,district,24.14,1.86,23.83,37.26,0.71,1,0,1
SEG_RURAL_TR1,rural,32.94,24.69,28.83,45.7,0.339,2,1,1
SEG_DIST_MZ1,district,22.93,4.97,22.1,32.41,1.444,0,0,0
SEG_RURAL_NL1,rural,19.39,10.16,17.7,44.15,1.031,1,0,0
SEG_STATE_AS1,state,10.07,8.94,8.58,16.95,1.924,1,1,0
SEG_DIST_AR1,district,39.44,3.55,38.85,35.87,0.767,8,0,1
SEG_DIST_MZ1,district,57.9,4.22,57.19,28.59,0.808,1,0,0
SEG_STATE_MN2,state,32.96,13.28,30.74,22.53,2.094,7,0,0
SEG_RURAL_TR1,rural,15.61,18.98,12.45,46.04,0.388,10,0,0
SEG_DIST_MZ1,district,92.98,19.46,89.74,38.75,0.16,1,0,1
SEG_STATE_AS1,state,65.77,10.31,64.05,12.41,1.338,4,0,0
SEG_RURAL_NL1,rural,48.46,9.18,46.93,42.72,0.4,5,0,1
SEG_DIST_MZ1,district,23.73,8.76,22.27,30.32,0.084,0,0,0
SEG_DIST_AR1,district,27.46,0.65,27.35,37.73,0.772,2,0,0
SEG_RURAL_TR1,rural,61.62,23.89,57.63,46.36,0.05,6,0,1
SEG_STATE_MN2,state,9.72,25.34,5.5,22.16,1.991,1,0,0
SEG_DIST_MZ1,district,8.14,17.68,5.19,40.17,0.976,0,0,1
SEG_RURAL_NL1,rural,10.11,1.43,9.87,45.91,0.664,7,0,1
SEG_DIST_AR1,district,49.55,15.49,46.97,40.44,0.638,3,1,1
SEG_RURAL_NL1,rural,54.99,1.04,54.82,45.1,0.791,7,1,0
SEG_DIST_MZ1,district,29.24,15.81,26.61,36.16,0.469,1,0,0
SEG_HWY_NH27,highway,51.57,5.26,50.69,11.92,5.129,0,0,0
SEG_STATE_MN2,state,27.85,16.83,25.04,16.85,1.902,3,1,1
SEG_STATE_AS1,state,4.31,42.56,-2.79,15.81,1.408,6,0,1
SEG_HWY_NH37,highway,8.34,3.41,7.78,1.69,3.41,0,0,0
SEG_RURAL_TR1,rural,36.97,10.61,35.2,37.07,0.186,3,1,1
SEG_STATE_MN2,state,33.35,11.07,31.51,12.35,2.037,0,0,0
SEG_RURAL_TR1,rural,18.26,14.87,15.78,40.13,0.05,2,0,1
SEG_DIST_AR1,district,20.71,4.19,20.01,32.25,0.533,1,0,0
SEG_HWY_NH27,highway,62.26,11.19,60.4,5.99,4.47,6,0,0
SEG_RURAL_NL1,rural,19.99,14.54,17.57,42.37,0.273,3,0,0
SEG_RURAL_TR1,rural,17.3,9.13,15.78,44.01,0.308,2,0,1
SEG_STATE_AS1,state,21.67,36.32,15.62,19.39,1.029,4,0,1
SEG_DIST_AR1,district,10.72,19.0,7.55,32.11,0.727,3,0,0
SEG_STATE_MN2,state,34.27,19.81,30.97,30.11,1.498,0,0,0
SEG_DIST_AR1,district,7.13,24.37,3.07,31.34,0.672,1,0,0
SEG_STATE_AS1,state,28.76,15.6,26.16,20.25,1.838,1,0,1
SEG_RURAL_NL1,rural,1.45,12.87,-0.69,39.93,0.434,1,0,0
SEG_RURAL_NL1,rural,19.91,24.58,15.81,36.44,0.371,1,1,0
SEG_HWY_NH27,highway,21.46,10.92,19.64,6.02,4.538,0,0,0
SEG_RURAL_TR1,rural,23.92,16.49,21.17,38.25,0.324,0,1,1
SEG_RURAL_TR1,rural,24.63,5.32,23.74,48.93,0.05,2,0,1
SEG_RURAL_NL1,rural,11.86,16.01,9.19,42.99,0.272,0,0,0
SEG_RURAL_NL1,rural,6.85,9.04,5.34,42.01,0.487,2,0,0
SEG_HWY_NH37,highway,56.24,59.59,46.31,10.23,2.842,1,0,0
SEG_DIST_MZ1,district,18.37,25.73,14.08,32.46,0.06,9,0,0
SEG_HWY_NH27,highway,23.66,15.59,21.07,4.7,4.942,8,0,0
SEG_HWY_NH27,highway,26.53,27.09,22.01,9.16,5.07,1,0,0
SEG_STATE_MN2,state,18.75,8.16,17.39,21.1,1.964,1,0,1
SEG_DIST_MZ1,district,2.17,11.56,0.24,35.24,0.389,16,0,0
SEG_STATE_AS1,state,42.29,21.16,38.76,17.91,1.885,1,0,1
SEG_HWY_NH37,highway,41.22,17.74,38.27,2.63,3.14,1,0,0
SEG_RURAL_NL1,rural,32.52,0.79,32.39,38.48,0.176,1,0,1
SEG_DIST_MZ1,district,30.35,17.99,27.35,32.85,0.257,5,0,1
SEG_RURAL_NL1,rural,19.5,9.66,17.89,44.36,0.203,1,0,1
SEG_HWY_NH27,highway,27.58,24.76,23.45,13.52,5.062,0,0,0
SEG_HWY_NH37,highway,67.45,5.3,66.56,2.86,3.087,4,0,0
SEG_HWY_NH27,highway,67.06,22.93,63.24,8.41,5.0,0,1,1
SEG_DIST_AR1,district,16.36,3.7,15.74,23.1,0.439,3,0,0
SEG_STATE_MN2,state,8.51,3.85,7.87,16.85,1.648,7,0,0
SEG_STATE_MN2,state,48.24,30.74,43.12,21.44,2.493,0,0,1
SEG_RURAL_TR1,rural,29.0,4.34,28.28,42.02,0.05,5,0,1
SEG_DIST_MZ1,district,27.3,2.66,26.86,32.18,0.104,8,0,0
SEG_RURAL_NL1,rural,51.61,24.48,47.53,52.07,0.05,1,1,1
SEG_RURAL_TR1,rural,29.57,6.16,28.54,44.74,0.05,9,0,0
SEG_STATE_AS1,state,82.32,10.25,80.61,19.12,1.287,2,0,0
SEG_DIST_MZ1,district,22.81,22.5,19.06,38.77,0.822,3,0,1
SEG_HWY_NH37,highway,28.92,2.56,28.5,5.36,3.426,3,1,1
SEG_RURAL_TR1,rural,14.12,16.43,11.38,44.92,0.05,4,0,1
SEG_HWY_NH27,highway,97.89,20.88,94.41,7.02,4.629,2,0,0
SEG_DIST_AR1,district,4.6,32.94,-0.89,26.88,0.882,2,0,1
SEG_RURAL_NL1,rural,16.44,21.86,12.8,40.29,0.296,6,1,0
SEG_HWY_NH27,highway,88.68,7.72,87.4,7.77,4.87,1,1,0
SEG_HWY_NH27,highway,25.26,25.71,20.97,10.98,5.592,0,0,1
SEG_STATE_AS1,state,9.18,24.94,5.02,16.36,1.291,1,1,0
SEG_DIST_MZ1,district,17.43,9.47,15.85,43.05,0.464,2,0,1
SEG_DIST_AR1,district,44.26,25.3,40.05,28.05,1.052,1,0,0
SEG_DIST_MZ1,district,40.97,17.49,38.06,29.93,0.05,1,0,1
SEG_RURAL_TR1,rural,40.37,19.96,37.04,50.32,0.207,1,1,1
SEG_STATE_MN2,state,11.72,2.61,11.28,19.56,1.668,1,0,0
SEG_RURAL_TR1,rural,45.42,6.2,44.38,45.41,0.05,5,0,0
SEG_DIST_MZ1,district,8.89,1.55,8.63,33.71,0.647,0,0,0
SEG_RURAL_TR1,rural,88.08,13.19,85.88,44.49,0.416,4,0,0
SEG_HWY_NH27,highway,19.02,11.82,17.05,2.51,4.373,2,0,0
SEG_RURAL_TR1,rural,23.84,19.94,20.52,44.62,0.511,3,0,1
SEG_RURAL_TR1,rural,62.79,24.55,58.7,38.57,0.244,0,0,1
SEG_DIST_MZ1,district,21.99,6.75,20.87,36.5,0.323,5,0,1
SEG_HWY_NH27,highway,31.83,16.56,29.07,13.47,5.067,1,0,0
SEG_DIST_AR1,district,51.47,3.71,50.85,29.94,0.588,1,0,1
SEG_HWY_NH37,highway,12.95,30.64,7.84,6.17,2.891,4,0,0
SEG_HWY_NH27,highway,5.38,46.6,-2.39,4.43,4.328,3,0,0
SEG_HWY_NH37,highway,12.31,20.68,8.86,7.96,2.84,4,0,0
SEG_DIST_MZ1,district,9.96,22.79,6.16,31.63,0.73,1,0,1
SEG_HWY_NH27,highway,29.98,18.45,26.91,21.38,5.139,2,0,1
SEG_STATE_AS1,state,15.34,60.78,5.21,18.46,1.502,3,0,1
SEG_STATE_MN2,state,21.64,2.83,21.17,23.85,1.942,2,0,1
SEG_STATE_AS1,state,42.68,22.62,38.91,9.79,1.608,14,0,0
SEG_STATE_AS1,state,19.65,8.4,18.25,26.31,1.71,6,0,1
SEG_DIST_MZ1,district,34.92,27.76,30.3,37.2,0.5,3,0,0
SEG_RURAL_NL1,rural,16.35,34.44,10.61,42.45,0.132,4,0,1
SEG_RURAL_TR1,rural,30.25,4.4,29.51,44.27,0.379,4,0,0
SEG_STATE_MN2,state,6.31,10.44,4.57,19.17,1.914,4,0,1
SEG_RURAL_NL1,rural,17.38,16.89,14.56,30.56,0.343,0,0,1
SEG_STATE_AS1,state,15.95,17.35,13.06,15.25,1.85,2,0,0
SEG_STATE_AS1,state,22.83,17.31,19.95,18.24,1.653,3,0,1
SEG_RURAL_NL1,rural,52.36,11.64,50.42,39.06,0.565,2,1,1
SEG_RURAL_NL1,rural,6.65,15.06,4.14,37.42,0.373,1,0,1
SEG_HWY_NH37,highway,40.4,5.0,39.57,6.52,3.007,0,0,1
SEG_STATE_MN2,state,4.49,19.04,1.31,23.69,2.616,3,0,0
SEG_RURAL_TR1,rural,16.29,23.03,12.45,46.52,0.824,1,0,1
SEG_RURAL_NL1,rural,43.31,30.56,38.22,40.37,0.958,6,0,0
SEG_RURAL_NL1,rural,7.15,4.85,6.35,37.47,0.05,0,0,0
SEG_HWY_NH37,highway,60.76,5.28,59.88,9.42,2.832,2,0,0
SEG_STATE_MN2,state,67.04,15.15,64.51,23.56,2.623,0,0,0
SEG_STATE_MN2,state,24.05,10.12,22.36,23.71,2.194,5,0,1
SEG_DIST_AR1,district,10.4,11.07,8.56,32.78,0.666,2,0,0
SEG_HWY_NH27,highway,40.32,24.13,36.3,6.38,4.632,7,0,0
SEG_HWY_NH27,highway,15.26,36.54,9.17,0.42,4.458,6,1,1
SEG_STATE_AS1,state,53.38,9.76,51.75,9.16,1.494,2,1,0
SEG_DIST_MZ1,district,31.77,22.44,28.03,24.12,0.423,5,0,0
SEG_DIST_MZ1,district,40.11,7.25,38.9,28.36,0.05,0,0,0
SEG_STATE_MN2,state,125.28,2.9,124.8,16.34,1.89,0,1,1
SEG_RURAL_TR1,rural,23.02,18.27,19.98,41.76,0.05,1,0,0
SEG_HWY_NH27,highway,21.71,16.21,19.01,8.94,5.445,0,0,0
SEG_DIST_AR1,district,22.07,64.73,11.29,31.48,0.458,9,0,0
SEG_RURAL_TR1,rural,32.8,6.76,31.67,49.1,0.653,2,0,1
SEG_DIST_MZ1,district,9.47,4.47,8.72,49.53,1.139,2,0,1
SEG_RURAL_NL1,rural,6.6,3.02,6.09,41.36,0.641,1,0,1
SEG_RURAL_NL1,rural,17.47,9.74,15.85,33.95,0.244,4,0,1
SEG_HWY_NH27,highway,112.59,1.14,112.4,4.27,4.984,1,1,0
SEG_DIST_MZ1,district,47.99,38.99,41.49,32.33,0.257,1,0,0
SEG_DIST_MZ1,district,24.54,5.78,23.58,50.77,0.835,4,0,0
SEG_RURAL_TR1,rural,20.34,22.69,16.56,42.34,0.662,7,0,1
SEG_STATE_AS1,state,34.88,13.57,32.62,16.87,1.677,1,0,0
SEG_DIST_AR1,district,33.47,9.4,31.9,23.69,0.854,2,0,0
SEG_HWY_NH27,highway,51.8,14.6,49.36,13.32,5.432,0,1,1
SEG_STATE_AS1,state,42.78,30.53,37.69,17.85,1.338,0,0,0
SEG_DIST_MZ1,district,16.23,74.74,3.77,29.84,0.296,7,0,0
SEG_HWY_NH27,highway,14.38,21.02,10.88,3.58,4.806,5,0,1
SEG_STATE_MN2,state,30.42,8.34,29.03,22.22,1.702,1,0,0
SEG_DIST_AR1,district,13.49,17.49,10.58,33.71,1.028,4,0,0
SEG_HWY_NH27,highway,8.71,31.92,3.39,0.0,5.011,4,0,0
SEG_STATE_AS1,state,105.99,3.68,105.38,16.25,1.585,0,0,1
SEG_DIST_MZ1,district,38.66,9.53,37.08,35.42,0.679,1,0,1
SEG_STATE_AS1,state,16.95,26.62,12.52,27.61,1.656,5,1,1
SEG_RURAL_NL1,rural,21.62,26.97,17.13,39.88,0.387,2,0,0
SEG_RURAL_NL1,rural,45.11,5.3,44.23,34.31,0.584,4,1,1
SEG_STATE_AS1,state,13.55,5.32,12.66,12.22,1.195,0,0,0
SEG_RURAL_NL1,rural,65.24,1.9,64.92,40.42,0.228,11,0,1
SEG_RURAL_NL1,rural,53.35,10.26,51.64,41.37,0.729,4,0,1
SEG_STATE_AS1,state,23.95,55.19,14.76,26.23,1.4,1,0,0
SEG_RURAL_TR1,rural,53.41,37.93,47.09,42.1,0.059,11,0,1
SEG_STATE_AS1,state,132.99,30.92,127.84,9.44,1.261,6,1,1
SEG_STATE_AS1,state,36.06,9.34,34.51,22.67,1.065,1,0,1
SEG_RURAL_TR1,rural,45.29,27.78,40.66,48.52,0.352,3,0,1
SEG_DIST_AR1,district,31.62,32.16,26.26,30.42,0.946,0,0,0
SEG_STATE_AS1,state,29.42,11.67,27.47,16.15,1.507,3,0,0
SEG_STATE_AS1,state,29.44,16.58,26.68,21.46,1.484,0,0,1
SEG_DIST_MZ1,district,14.43,22.95,10.61,34.7,0.105,0,0,0
SEG_RURAL_TR1,rural,25.54,3.85,24.9,50.24,0.05,1,0,1
SEG_HWY_NH37,highway,18.95,3.26,18.41,14.74,2.549,0,0,0
SEG_DIST_MZ1,district,31.38,8.19,30.02,38.27,0.098,8,0,1
SEG_HWY_NH37,highway,14.8,20.43,11.39,2.43,3.3,2,0,0
SEG_RURAL_TR1,rural,11.05,26.79,6.58,47.42,0.05,3,0,0
SEG_STATE_AS1,state,40.05,15.92,37.39,19.93,1.281,7,0,0
SEG_STATE_MN2,state,57.04,29.73,52.08,18.93,2.164,5,0,0
SEG_RURAL_NL1,rural,25.18,43.08,18.0,30.87,0.212,11,0,0
SEG_RURAL_TR1,rural,52.93,20.45,49.52,41.59,0.353,7,0,0
SEG_RURAL_NL1,rural,23.01,31.11,17.83,31.81,0.488,7,1,0
SEG_RURAL_TR1,rural,46.51,5.95,45.52,39.51,0.167,0,0,0
SEG_RURAL_NL1,rural,17.6,35.22,11.73,39.06,0.05,1,1,0
SEG_RURAL_TR1,rural,62.39,22.33,58.66,46.64,0.05,1,0,0
SEG_RURAL_TR1,rural,62.89,41.45,55.98,44.9,0.106,5,1,1
SEG_STATE_AS1,state,31.82,8.71,30.37,24.48,1.322,9,0,0
SEG_HWY_NH27,highway,3.74,27.36,-0.82,9.9,5.235,5,0,0
SEG_HWY_NH37,highway,6.12,4.39,5.39,9.81,2.465,1,0,0
SEG_STATE_MN2,state,6.29,1.28,6.08,18.05,2.062,3,0,0
SEG_DIST_AR1,district,36.43,7.32,35.21,29.38,0.224,3,0,1
SEG_HWY_NH37,highway,14.46,52.84,5.65,0.97,2.817,2,0,0
SEG_DIST_AR1,district,28.82,25.08,24.64,27.9,0.99,3,0,1
SEG_STATE_MN2,state,68.6,7.16,67.41,21.01,1.827,2,0,0
SEG_DIST_AR1,district,26.72,10.14,25.03,30.41,1.361,2,0,1
SEG_STATE_AS1,state,11.96,16.81,9.16,21.43,1.207,0,0,0
SEG_RURAL_TR1,rural,9.42,8.12,8.07,52.75,0.063,1,0,1
SEG_RURAL_TR1,rural,43.37,26.36,38.98,41.78,0.472,0,0,1
SEG_HWY_NH27,highway,51.71,11.12,49.86,9.41,5.304,0,1,0
SEG_HWY_NH27,highway,18.81,12.95,16.65,9.57,5.369,5,0,0
SEG_DIST_AR1,district,9.53,4.06,8.85,31.38,0.702,0,0,0
SEG_DIST_MZ1,district,18.35,19.35,15.12,32.93,0.707,12,0,1
SEG_HWY_NH37,highway,68.91,2.28,68.53,3.92,2.789,1,0,0
SEG_RURAL_TR1,rural,43.2,8.77,41.74,49.22,0.05,4,0,1
SEG_STATE_MN2,state,78.02,6.57,76.93,22.65,2.496,1,1,1
SEG_RURAL_NL1,rural,35.21,18.14,32.18,37.39,0.087,3,0,1
SEG_HWY_NH27,highway,12.55,19.26,9.34,14.51,5.724,0,0,0
SEG_STATE_MN2,state,49.49,3.48,48.91,23.73,2.625,0,0,1
SEG_DIST_AR1,district,35.65,2.1,35.3,32.28,0.379,1,0,1
SEG_HWY_NH37,highway,13.79,17.71,10.84,3.72,3.267,3,0,1
SEG_RURAL_TR1,rural,25.66,11.67,23.72,45.26,0.05,6,0,0
SEG_DIST_AR1,district,30.89,31.16,25.69,37.81,0.88,12,1,1
SEG_DIST_MZ1,district,28.12,23.2,24.25,37.55,0.703,5,0,1
SEG_HWY_NH27,highway,10.87,26.85,6.39,8.28,5.141,2,0,0
SEG_RURAL_TR1,rural,18.39,19.53,15.14,47.97,0.368,2,0,1
SEG_HWY_NH27,highway,44.98,21.46,41.4,11.56,5.003,9,0,0
SEG_STATE_MN2,state,25.48,9.0,23.98,23.71,2.315,4,0,0
SEG_STATE_MN2,state,14.65,0.87,14.51,10.26,2.099,2,0,0
SEG_DIST_MZ1,district,4.53,32.72,-0.92,32.25,0.425,1,0,0
SEG_RURAL_NL1,rural,4.59,10.12,2.9,47.53,0.413,8,0,1
SEG_STATE_AS1,state,28.89,4.25,28.18,16.64,2.088,4,0,1
SEG_STATE_AS1,state,56.95,20.21,53.58,18.23,1.791,0,0,1
SEG_STATE_MN2,state,23.15,3.6,22.55,24.84,1.734,4,0,1
SEG_STATE_MN2,state,12.85,73.46,0.61,15.67,1.857,0,0,1
SEG_HWY_NH37,highway,17.17,4.43,16.44,4.05,2.735,11,0,0
SEG_DIST_MZ1,district,25.91,3.9,25.26,26.45,0.414,3,0,0
SEG_DIST_AR1,district,20.2,47.16,12.34,23.34,1.009,5,0,1
SEG_STATE_AS1,state,30.0,28.79,25.21,20.54,1.121,4,0,0
SEG_DIST_MZ1,district,44.73,8.21,43.36,41.58,0.268,0,0,0
SEG_DIST_AR1,district,59.81,0.11,59.79,26.83,1.319,2,0,0
SEG_DIST_AR1,district,4.55,47.39,-3.35,31.31,0.95,4,0,0
SEG_DIST_AR1,district,6.43,23.15,2.58,35.99,0.632,5,0,1
SEG_HWY_NH27,highway,9.05,7.74,7.75,5.5,4.624,8,0,0
SEG_STATE_AS1,state,17.81,39.42,11.24,17.66,1.764,1,0,0
SEG_RURAL_NL1,rural,19.05,14.74,16.6,49.48,0.05,1,0,0
SEG_HWY_NH37,highway,39.24,17.76,36.28,9.0,3.416,2,0,1
SEG_DIST_AR1,district,34.15,12.87,32.01,34.98,0.21,4,0,1
SEG_STATE_AS1,state,16.34,13.18,14.14,15.09,1.516,4,0,0
SEG_STATE_AS1,state,11.76,18.28,8.72,10.59,1.284,1,0,0
SEG_STATE_MN2,state,19.18,5.07,18.33,22.6,2.409,2,0,1
SEG_STATE_AS1,state,25.3,14.96,22.81,20.42,1.132,3,0,0
SEG_DIST_MZ1,district,80.27,9.95,78.61,26.18,0.176,1,1,1
SEG_STATE_MN2,state,4.88,0.99,4.71,18.76,2.302,3,0,0
SEG_RURAL_NL1,rural,61.24,18.63,58.13,33.74,0.05,2,0,1
SEG_RURAL_TR1,rural,4.04,16.4,1.3,42.49,0.05,4,1,1
SEG_STATE_AS1,state,53.37,8.54,51.95,19.13,1.298,0,1,0
SEG_DIST_AR1,district,20.16,20.9,16.68,40.47,0.842,3,0,0
SEG_RURAL_NL1,rural,21.26,17.34,18.37,33.98,0.05,0,0,0
SEG_RURAL_NL1,rural,68.65,40.69,61.87,40.39,0.609,2,0,0
SEG_RURAL_TR1,rural,31.24,12.77,29.11,36.17,0.346,3,0,0
SEG_HWY_NH27,highway,25.83,10.82,24.02,10.24,4.97,3,0,1
SEG_HWY_NH27,highway,17.97,3.67,17.36,2.49,5.24,2,0,0
SEG_RURAL_NL1,rural,14.14,33.02,8.64,38.25,0.249,3,0,0
SEG_DIST_AR1,district,34.31,18.84,31.17,37.23,0.527,0,0,0
SEG_DIST_MZ1,district,26.27,0.93,26.12,34.08,0.288,11,0,1
SEG_RURAL_TR1,rural,59.14,0.27,59.1,46.07,0.434,0,1,1
SEG_RURAL_TR1,rural,34.73,42.45,27.65,35.48,0.155,7,0,0
SEG_DIST_MZ1,district,4.7,5.69,3.75,32.3,0.311,0,0,0
SEG_HWY_NH37,highway,38.4,24.47,34.33,2.69,2.513,2,0,0
SEG_HWY_NH27,highway,60.09,8.14,58.74,6.13,5.024,5,0,1
SEG_RURAL_TR1,rural,11.14,9.18,9.61,45.92,0.591,0,0,1
SEG_DIST_MZ1,district,10.0,71.97,-1.99,34.45,0.463,4,0,0
SEG_HWY_NH27,highway,41.82,14.63,39.38,6.61,4.665,1,0,0
SEG_RURAL_NL1,rural,58.85,5.36,57.95,36.27,0.05,8,1,0
SEG_STATE_MN2,state,12.22,61.17,2.03,17.73,2.247,2,0,0
SEG_RURAL_NL1,rural,17.3,7.02,16.13,35.99,0.533,4,0,1
SEG_STATE_MN2,state,24.56,13.46,22.32,25.18,1.736,4,0,0
SEG_RURAL_TR1,rural,5.62,35.02,-0.22,44.85,0.151,6,0,0
SEG_DIST_AR1,district,33.17,6.23,32.13,29.32,1.177,2,0,0
SEG_DIST_MZ1,district,14.18,3.55,13.59,42.42,0.23,3,0,0
SEG_DIST_AR1,district,74.08,3.87,73.44,30.23,0.846,1,0,0
SEG_DIST_MZ1,district,16.68,6.32,15.63,26.66,0.591,3,0,0
SEG_STATE_AS1,state,35.78,3.58,35.19,19.2,1.106,0,0,0
SEG_RURAL_TR1,rural,37.47,13.17,35.27,44.2,0.203,6,0,1
SEG_DIST_MZ1,district,1.46,8.69,0.01,35.38,0.093,4,0,0
SEG_HWY_NH37,highway,19.46,10.36,17.73,0.0,3.281,4,0,0
SEG_HWY_NH37,highway,31.63,7.49,30.38,2.93,2.573,6,0,0
SEG_HWY_NH27,highway,29.62,20.33,26.24,8.11,4.968,8,0,1
SEG_RURAL_TR1,rural,15.92,7.46,14.68,44.69,0.786,5,0,1
SEG_HWY_NH37,highway,39.07,10.53,37.32,0.0,2.686,2,0,0
SEG_HWY_NH27,highway,4.46,19.36,1.23,5.31,4.954,5,0,0
SEG_STATE_AS1,state,8.74,3.08,8.23,24.37,1.799,0,0,0
SEG_RURAL_TR1,rural,20.42,4.71,19.64,48.85,0.145,2,0,1
SEG_RURAL_TR1,rural,49.01,17.66,46.06,34.41,0.786,3,0,1
SEG_HWY_NH37,highway,36.4,5.22,35.53,8.05,2.88,0,0,1
SEG_RURAL_NL1,rural,25.76,3.12,25.24,39.72,0.482,7,0,0
SEG_STATE_MN2,state,115.6,6.04,114.6,20.48,1.484,3,1,1
SEG_STATE_AS1,state,8.19,15.46,5.61,22.21,1.478,0,0,1
SEG_DIST_AR1,district,25.91,19.71,22.63,26.81,0.497,4,1,1
SEG_STATE_AS1,state,22.5,7.87,21.19,18.17,1.395,3,0,1
SEG_DIST_AR1,district,14.05,1.27,13.84,36.37,0.967,0,0,0
SEG_HWY_NH27,highway,1.74,2.68,1.29,7.36,4.859,2,0,0
SEG_DIST_MZ1,district,31.06,16.18,28.36,27.86,0.722,6,0,1
SEG_DIST_AR1,district,40.82,20.08,37.47,36.05,1.08,3,0,0
SEG_HWY_NH27,highway,46.0,5.92,45.01,9.19,4.982,1,0,0
SEG_DIST_MZ1,district,16.71,60.48,6.63,35.23,0.05,6,0,1
SEG_STATE_AS1,state,7.59,6.0,6.59,16.71,1.491,0,0,0
SEG_HWY_NH37,highway,72.08,44.26,64.71,8.45,3.316,6,0,0
SEG_RURAL_NL1,rural,8.81,3.76,8.18,45.35,0.105,1,0,0
SEG_DIST_AR1,district,45.05,23.28,41.17,37.84,0.644,3,0,1
SEG_STATE_MN2,state,34.29,27.87,29.65,18.85,2.042,0,0,1
SEG_RURAL_NL1,rural,2.05,11.55,0.12,41.43,0.318,1,1,0
SEG_HWY_NH27,highway,25.94,24.67,21.83,9.86,4.39,6,1,0
SEG_HWY_NH27,highway,15.75,7.44,14.51,3.67,4.749,3,0,0
SEG_HWY_NH37,highway,4.82,12.56,2.73,0.0,2.825,4,1,0
SEG_STATE_MN2,state,11.37,7.43,10.13,19.77,2.371,1,0,0
SEG_RURAL_TR1,rural,36.67,2.74,36.21,42.81,0.085,5,0,1
SEG_HWY_NH27,highway,6.57,4.45,5.83,12.52,4.931,8,0,1
SEG_STATE_AS1,state,33.73,12.53,31.64,8.98,1.529,5,1,0
SEG_STATE_MN2,state,18.9,30.17,13.87,16.24,1.712,6,0,1
SEG_RURAL_TR1,rural,70.57,44.26,63.2,47.04,0.504,0,1,0
SEG_HWY_NH37,highway,64.69,15.96,62.03,4.11,3.022,1,0,0
SEG_HWY_NH37,highway,30.78,24.82,26.64,5.27,2.889,7,0,1
SEG_DIST_MZ1,district,2.77,6.53,1.68,33.5,0.502,0,0,0
SEG_HWY_NH27,highway,14.0,16.52,11.24,1.68,5.25,0,0,0
SEG_RURAL_NL1,rural,8.56,19.88,5.25,37.63,0.148,4,0,0
SEG_STATE_AS1,state,9.03,11.58,7.1,22.72,1.176,5,0,1
SEG_RURAL_TR1,rural,39.79,25.89,35.47,40.38,0.235,1,0,0
SEG_HWY_NH27,highway,49.46,10.46,47.71,0.0,4.814,3,1,0
SEG_STATE_MN2,state,24.74,7.05,23.56,26.1,1.972,1,0,0
SEG_RURAL_NL1,rural,28.01,15.27,25.47,39.6,0.05,5,0,1
SEG_HWY_NH27,highway,55.19,10.66,53.42,0.6,5.694,7,0,0
SEG_HWY_NH27,highway,19.99,3.31,19.44,12.43,5.578,1,0,0
SEG_HWY_NH27,highway,11.9,12.91,9.75,0.0,5.241,2,0,0
SEG_DIST_MZ1,district,2.02,10.87,0.21,27.24,0.144,6,0,0
SEG_DIST_MZ1,district,30.52,11.31,28.63,35.13,0.23,5,0,1
SEG_DIST_AR1,district,99.13,3.1,98.61,32.87,1.232,2,0,1
SEG_STATE_AS1,state,17.57,9.72,15.95,18.7,0.777,2,0,0
SEG_RURAL_NL1,rural,5.76,14.34,3.37,45.96,0.363,2,0,1
SEG_STATE_AS1,state,23.36,39.37,16.8,17.67,1.232,5,0,0
SEG_STATE_AS1,state,13.09,33.74,7.47,15.6,1.356,3,0,0
SEG_HWY_NH27,highway,38.62,29.16,33.76,15.61,4.774,3,0,1
SEG_HWY_NH37,highway,54.2,33.16,48.67,1.23,2.79,2,0,0
SEG_STATE_AS1,state,14.47,18.01,11.47,14.42,1.735,7,0,0
SEG_RURAL_TR1,rural,9.75,2.38,9.36,48.64,0.248,6,0,1
SEG_DIST_MZ1,district,34.24,3.11,33.73,29.91,0.657,6,0,1
SEG_STATE_MN2,state,37.32,31.48,32.07,27.41,1.751,3,1,1
SEG_STATE_AS1,state,40.16,11.23,38.29,17.91,1.835,1,0,1
SEG_RURAL_NL1,rural,33.14,22.45,29.4,43.9,0.752,0,0,0
SEG_RURAL_TR1,rural,33.05,14.76,30.59,39.61,0.517,4,1,0
